employee_name,user,O,C,E,A,N,logon_count,logoff_count,after_hours_logon_count,after_hours_logoff_count,unique_pc_count,email_count,emails_with_attachments,total_attachments,total_email_size,unique_recipients,file_activity_count,unique_files,unique_file_pcs,http_request_count,unique_http_pc_count,unique_domain_count,device_activity_count,device_connect_count,device_disconnect_count,unique_device_pc_count
Prescott Giacomo Conley,PGC0066,32,39,28,43,26,346,346,156,197,1,3676,737,1499,110868083,1647,0.0,0.0,0.0,39444,1,101,0.0,0.0,0.0,0.0
Medge Serina Obrien,MSO0222,32,12,39,46,28,950,950,866,630,94,2546,0,0,76731239,1306,1.0,1.0,1.0,27086,1,137,4.0,2.0,2.0,2.0
Wang Dean Vasquez,WDV0573,48,36,13,31,33,491,491,91,442,3,353,122,243,10618555,258,0.0,0.0,0.0,3114,1,85,0.0,0.0,0.0,0.0
Quail Rana Mclean,QRM0739,33,11,26,29,30,365,365,146,0,2,5400,1665,3135,161421817,2662,8401.0,8401.0,1.0,56052,1,77,5962.0,2989.0,2973.0,1.0
Alfreda Sierra Savage,ASS0517,36,35,47,44,32,615,346,0,0,1,1011,304,571,30991724,654,0.0,0.0,0.0,10034,1,89,0.0,0.0,0.0,0.0
Leonard Uriel Ramos,LUR0896,15,11,47,43,28,403,403,59,356,3,867,106,200,26088072,535,0.0,0.0,0.0,8046,1,68,0.0,0.0,0.0,0.0
Eve Shaeleigh Holman,ESH0283,44,30,35,18,31,381,381,8,357,6,3049,879,1499,92058047,1549,2646.0,2646.0,1.0,32870,1,150,277.0,139.0,138.0,1.0
Whoopi Britanney Camacho,WBC0192,47,36,39,39,27,653,381,359,13,2,4704,1863,4040,141930161,1921,415.0,415.0,1.0,51900,1,74,266.0,134.0,132.0,1.0
Penelope Lysandra Hayes,PLH0715,42,37,19,37,29,346,346,346,0,1,332,70,118,9995673,247,0.0,0.0,0.0,3460,1,142,0.0,0.0,0.0,0.0
Vivian Sarah Arnold,VSA0230,47,15,25,14,29,560,345,155,322,2,2587,762,1385,77791554,1308,389.0,389.0,1.0,28120,1,225,194.0,98.0,96.0,1.0
Kermit Jonas Gould,KJG0910,37,10,31,18,29,346,346,0,346,1,991,203,366,30127226,618,0.0,0.0,0.0,10034,1,196,0.0,0.0,0.0,0.0
Deborah Barbara White,DBW0483,17,16,25,21,37,345,346,0,0,1,5068,1004,1862,152654330,2524,0.0,0.0,0.0,56052,1,119,0.0,0.0,0.0,0.0
Kyla Blythe Carter,KBC0054,42,43,17,41,32,346,346,0,0,1,2980,0,0,89491853,1296,0.0,0.0,0.0,32870,1,135,0.0,0.0,0.0,0.0
Cathleen Samantha Craig,CSC0217,40,15,30,38,28,467,467,407,299,106,1158,0,0,34506609,653,1.0,1.0,1.0,12885,1,180,4.0,2.0,2.0,2.0
Burke Rooney Stafford,BRS0734,32,39,47,10,30,110,110,57,0,1,1497,423,931,44230056,894,1845.0,1845.0,1.0,17820,1,92,256.0,128.0,128.0,1.0
Keane Nicholas Blevins,KNB0022,22,38,45,16,30,346,346,346,0,1,3646,748,1498,108970920,1162,0.0,0.0,0.0,39444,1,155,0.0,0.0,0.0,0.0
Paula Isabelle Santiago,PIS0522,44,26,48,40,35,692,431,0,0,3,994,390,782,29926973,624,0.0,0.0,0.0,10034,1,121,0.0,0.0,0.0,0.0
Aretha Dorothy Deleon,ADD0846,18,19,25,12,35,346,346,0,346,1,333,76,173,10238266,251,0.0,0.0,0.0,3460,1,104,0.0,0.0,0.0,0.0
Martin Armand Douglas,MAD0496,34,30,40,42,24,118,118,0,0,1,1727,160,313,52051161,963,0.0,0.0,0.0,19116,1,108,0.0,0.0,0.0,0.0
Nicholas Kato Pennington,NKP0236,45,41,19,40,31,355,355,168,227,1,2993,310,609,90116981,1535,299.0,299.0,1.0,32870,1,149,246.0,123.0,123.0,1.0
Valentine Lucian Benjamin,VLB0647,48,40,42,47,24,346,346,0,346,1,1018,389,674,30349164,635,0.0,0.0,0.0,10034,1,101,0.0,0.0,0.0,0.0
Dai Keely Bullock,DKB0631,34,18,14,46,31,346,346,0,346,1,1007,308,486,30230361,647,0.0,0.0,0.0,10034,1,101,0.0,0.0,0.0,0.0
Kylie Elizabeth Santos,KES0729,20,10,24,45,31,632,366,163,0,2,5014,1501,2790,150000493,2667,0.0,0.0,0.0,56052,1,116,0.0,0.0,0.0,0.0
Isadora Buffy Brewer,IBB0696,47,13,36,16,33,637,367,348,1,2,333,100,182,10112969,269,986.0,986.0,1.0,3460,1,70,1408.0,708.0,700.0,1.0
Bethany Lydia Lyons,BLL0929,44,49,10,41,39,346,346,346,0,1,2981,605,1314,89595678,1449,0.0,0.0,0.0,32870,1,209,0.0,0.0,0.0,0.0
Allegra Bree Coffey,ABC0174,15,41,34,13,32,533,296,296,0,1,4239,465,981,126529393,2497,589.0,589.0,1.0,48095,1,216,1276.0,642.0,634.0,1.0
Hector Abraham Hayes,HAH0248,33,43,22,18,29,346,346,156,0,1,2985,639,1189,90240349,1370,0.0,0.0,0.0,32775,1,111,0.0,0.0,0.0,0.0
Nyssa Britanney Carver,NBC0412,14,25,18,18,31,349,349,148,189,1,3367,1048,2191,100315945,1637,0.0,0.0,0.0,34600,1,191,0.0,0.0,0.0,0.0
Cade Rajah Patterson,CRP0456,37,41,28,43,30,346,346,156,213,1,335,135,279,10101035,256,0.0,0.0,0.0,3460,1,106,0.0,0.0,0.0,0.0
Josephine Indira Garza,JIG0128,25,45,35,18,27,346,346,0,346,1,3030,0,0,90532766,1277,0.0,0.0,0.0,32775,1,167,0.0,0.0,0.0,0.0
Ivor Jelani Robbins,IJR0825,38,42,39,46,32,346,346,0,346,1,338,138,269,10120395,261,0.0,0.0,0.0,3460,1,112,0.0,0.0,0.0,0.0
Xander Walter Doyle,XWD0923,16,38,45,20,31,438,250,0,250,1,2443,764,1623,73693316,1334,5915.0,5915.0,1.0,23750,1,194,1047.0,525.0,522.0,1.0
Leslie Denise Dillon,LDD0560,25,43,39,26,35,50,50,6,28,3,400,132,276,12231867,277,0.0,0.0,0.0,3800,1,94,0.0,0.0,0.0,0.0
Elaine Sonya Hughes,ESH0135,35,22,32,44,28,346,346,0,187,1,327,129,239,9628301,251,0.0,0.0,0.0,3460,1,160,0.0,0.0,0.0,0.0
Risa Hillary Obrien,RHO0732,20,10,21,19,34,813,545,240,77,3,5015,1497,2629,150216679,2760,855.0,855.0,1.0,56052,1,140,1374.0,690.0,684.0,1.0
Dennis Gray Wilson,DGW0752,40,46,20,40,14,618,346,168,0,1,4986,2025,4103,149485450,2527,0.0,0.0,0.0,56052,1,244,0.0,0.0,0.0,0.0
Hillary Piper Riddle,HPR0585,34,46,15,46,35,607,346,0,346,1,336,131,223,10011059,263,0.0,0.0,0.0,3460,1,129,0.0,0.0,0.0,0.0
Teagan Briar Townsend,TBT0461,43,42,13,30,28,346,346,161,224,1,339,76,150,9979296,262,0.0,0.0,0.0,3460,1,108,0.0,0.0,0.0,0.0
Sonia Anne Kirkland,SAK0375,16,20,27,16,31,1414,1414,903,909,110,3649,1439,2945,108944425,1783,0.0,0.0,0.0,39444,1,218,0.0,0.0,0.0,0.0
Blaze Jakeem Hahn,BJH0811,48,39,44,14,40,346,346,0,346,1,3038,0,0,90836819,1445,0.0,0.0,0.0,32870,1,248,0.0,0.0,0.0,0.0
Thomas Vladimir Stokes,TVS0006,43,43,37,20,41,630,366,0,0,3,8994,3636,7259,269761656,3402,0.0,0.0,0.0,98610,1,105,0.0,0.0,0.0,0.0
Frances Alisa Wiggins,FAW0032,43,24,17,37,37,354,354,350,5,1,4723,925,1672,141197201,2210,0.0,0.0,0.0,49478,1,138,0.0,0.0,0.0,0.0
Wanda Samantha Rogers,WSR0241,35,27,15,25,29,421,421,162,202,5,3349,1032,2065,100174804,1713,0.0,0.0,0.0,32870,1,156,0.0,0.0,0.0,0.0
Lilah Renee Wagner,LRW0970,10,26,39,22,28,346,346,346,0,1,337,125,232,10219699,264,0.0,0.0,0.0,3460,1,81,0.0,0.0,0.0,0.0
Zachary Myles Cardenas,ZMC0284,42,33,41,30,31,346,346,0,346,1,2997,627,1386,89901467,1512,0.0,0.0,0.0,32870,1,109,0.0,0.0,0.0,0.0
Samantha Audrey Curtis,SAC0687,20,49,37,19,22,346,346,0,346,1,3034,299,571,91143749,1410,0.0,0.0,0.0,32870,1,178,0.0,0.0,0.0,0.0
Cathleen Kelsey Burke,CKB0427,38,38,36,43,37,346,346,155,0,1,3029,655,1301,89896811,1512,0.0,0.0,0.0,32870,1,174,0.0,0.0,0.0,0.0
Blaze Trevor Stone,BTS0011,25,42,16,25,29,346,346,346,0,1,5930,1214,2270,177142727,2267,0.0,0.0,0.0,65740,1,136,0.0,0.0,0.0,0.0
Ingrid Irene Atkins,IIA0092,39,30,42,14,27,346,346,346,0,1,2992,571,981,89971972,1256,0.0,0.0,0.0,32870,1,144,0.0,0.0,0.0,0.0
Wesley Kasper Duffy,WKD0013,42,36,40,27,34,407,407,46,390,2,6076,623,1270,182847089,2275,0.0,0.0,0.0,65740,1,158,0.0,0.0,0.0,0.0
Jaden Nicole Johnston,JNJ0556,43,45,22,33,34,345,346,0,234,1,3009,901,1545,89533690,1488,7977.0,7977.0,1.0,32870,1,202,5995.0,3003.0,2992.0,1.0
Tarik Linus Hubbard,TLH0648,32,35,18,24,26,346,346,0,346,1,1011,0,0,30245182,615,0.0,0.0,0.0,10034,1,154,0.0,0.0,0.0,0.0
Iona Brenda Payne,IBP0883,30,25,15,11,17,696,425,78,416,1,996,304,666,29799331,611,0.0,0.0,0.0,10380,1,161,0.0,0.0,0.0,0.0
William Aristotle Sampson,WAS0254,43,37,16,18,35,617,346,346,0,1,3052,604,1174,92089953,1411,0.0,0.0,0.0,32870,1,223,0.0,0.0,0.0,0.0
Quemby Nita Pollard,QNP0216,19,35,39,26,34,1407,1407,1246,901,107,3710,0,0,111065705,1821,0.0,0.0,0.0,39239,1,197,0.0,0.0,0.0,0.0
Katelyn Lani Murray,KLM0639,20,15,24,40,26,346,346,0,346,1,1018,0,0,30141322,600,0.0,0.0,0.0,10005,1,122,0.0,0.0,0.0,0.0
Ariel Ina Barrett,AIB0948,42,31,27,20,31,741,466,405,55,5,328,39,66,9873320,279,1669.0,1669.0,1.0,3460,1,131,5963.0,2990.0,2973.0,1.0
Raphael Benjamin Bryan,RBB0485,40,40,35,30,26,346,346,0,0,1,5019,0,0,150880703,2549,0.0,0.0,0.0,56052,1,140,0.0,0.0,0.0,0.0
Robert Zeus Cox,RZC0746,15,38,33,43,26,925,528,222,0,4,6893,2089,3457,205967001,3771,0.0,0.0,0.0,77760,1,167,0.0,0.0,0.0,0.0
Myles Donovan Macias,MDM0976,41,40,38,20,31,346,346,168,210,1,3700,0,0,110587827,1510,0.0,0.0,0.0,39444,1,120,0.0,0.0,0.0,0.0
Xandra Briar Nielsen,XBN0229,34,16,17,40,29,346,346,166,346,1,2991,608,1218,89484344,1396,0.0,0.0,0.0,32870,1,144,0.0,0.0,0.0,0.0
Shaeleigh MacKenzie Harris,SMH0291,23,22,10,24,32,957,584,1,267,2,467,57,111,14182454,373,0.0,0.0,0.0,4800,1,134,0.0,0.0,0.0,0.0
Mallory Charissa Dixon,MCD0125,36,26,50,22,23,364,221,15,191,2,1542,477,845,45751133,767,434.0,434.0,1.0,16720,1,147,132.0,66.0,66.0,1.0
Matthew Harper Glass,MHG0244,42,46,21,15,22,346,346,170,0,1,2977,0,0,90187997,1405,0.0,0.0,0.0,32870,1,182,0.0,0.0,0.0,0.0
Robert Aristotle Stevenson,RAS0432,44,47,40,41,16,603,346,163,0,1,2984,1176,2215,88757904,1493,0.0,0.0,0.0,32870,1,162,0.0,0.0,0.0,0.0
Emily Illana Perry,EIP0997,42,28,20,25,34,346,346,0,346,1,3017,0,0,90049586,1293,0.0,0.0,0.0,32870,1,124,0.0,0.0,0.0,0.0
Elvis Marshall Walton,EMW0772,46,41,20,12,28,361,361,0,0,2,998,112,240,30108984,617,181.0,181.0,1.0,10034,1,146,260.0,130.0,130.0,1.0
Sasha Britanney Quinn,SBQ0786,41,17,19,44,34,346,346,0,0,1,4659,978,1812,139661140,2344,0.0,0.0,0.0,49335,1,237,0.0,0.0,0.0,0.0
Phelan Dieter Hendricks,PDH0716,40,16,14,10,24,651,373,350,4,3,337,128,302,9904798,278,1723.0,1723.0,1.0,3460,1,155,1347.0,677.0,670.0,1.0
George Zachery Burch,GZB0469,46,39,22,45,28,346,346,167,192,1,334,74,139,10206003,254,0.0,0.0,0.0,3450,1,75,0.0,0.0,0.0,0.0
Naomi Meredith Baxter,NMB0972,45,22,17,20,29,346,346,346,0,1,336,38,64,9997083,261,0.0,0.0,0.0,3460,1,167,0.0,0.0,0.0,0.0
Octavia Nora Leblanc,ONL0276,48,46,17,41,20,346,346,346,0,1,3018,303,701,90395281,1525,0.0,0.0,0.0,32870,1,163,0.0,0.0,0.0,0.0
Meghan Brianna Jensen,MBJ0312,22,45,49,12,26,642,360,348,1,2,5053,1530,2868,151705204,2597,1019.0,1019.0,1.0,56052,1,126,2047.0,1029.0,1018.0,1.0
Daphne Ruby Reilly,DRR0242,39,19,40,41,33,442,442,212,231,1,3836,405,728,113756569,1793,0.0,0.0,0.0,39600,1,134,0.0,0.0,0.0,0.0
Aurora Jael Hopkins,AJH0175,19,19,16,33,37,405,405,399,59,1,4976,529,1042,150334541,2559,236.0,236.0,1.0,52938,1,136,317.0,159.0,158.0,1.0
Lester Quamar Pearson,LQP0508,26,44,21,40,27,713,438,0,0,3,991,292,549,30283496,591,0.0,0.0,0.0,10034,1,138,0.0,0.0,0.0,0.0
Dante Vaughan Weber,DVW0103,40,45,44,21,29,346,346,346,0,1,3049,0,0,91476028,1553,0.0,0.0,0.0,32870,1,182,0.0,0.0,0.0,0.0
Sierra Margaret Barker,SMB0804,38,10,19,36,33,346,346,0,0,1,3039,0,0,90945208,1450,0.0,0.0,0.0,32870,1,89,0.0,0.0,0.0,0.0
Kylie Brielle Greer,KBG0549,16,19,37,10,32,650,369,156,192,3,3365,1009,2030,100143623,1634,377.0,377.0,1.0,32870,1,233,216.0,108.0,108.0,1.0
Brianna Aretha Hopper,BAH0875,43,19,26,17,30,465,465,437,103,3,5386,556,917,162297043,2665,0.0,0.0,0.0,56052,1,132,0.0,0.0,0.0,0.0
Shelby Lila Turner,SLT0907,16,15,43,27,27,173,173,0,173,1,499,104,233,15124694,369,0.0,0.0,0.0,5017,1,126,0.0,0.0,0.0,0.0
Joseph Alan Vaughan,JAV0361,36,45,40,45,33,1384,1384,902,901,111,3659,749,1462,109847061,1792,0.0,0.0,0.0,39377,1,193,0.0,0.0,0.0,0.0
Claire Olivia Martin,COM0321,38,18,34,18,27,346,346,346,0,1,5016,0,0,150630451,2513,0.0,0.0,0.0,56052,1,223,0.0,0.0,0.0,0.0
Chaim Chadwick Chang,CCC0393,35,30,40,16,26,346,346,166,346,1,3056,299,628,92173085,1446,0.0,0.0,0.0,32870,1,215,0.0,0.0,0.0,0.0
Quintessa Shana Vance,QSV0778,17,23,36,35,33,346,346,0,0,1,1011,0,0,30471776,636,0.0,0.0,0.0,10034,1,154,0.0,0.0,0.0,0.0
Britanni Marah Cash,BMC0547,41,18,22,21,35,346,346,156,195,1,3034,0,0,91919854,1415,0.0,0.0,0.0,32870,1,208,0.0,0.0,0.0,0.0
Akeem William Mayer,AWM0764,47,37,39,42,36,346,346,0,0,1,1003,108,216,30041790,622,0.0,0.0,0.0,10034,1,170,0.0,0.0,0.0,0.0
Felicia Xantha Farley,FXF0957,35,25,47,36,28,346,346,346,0,1,335,67,136,10336711,250,0.0,0.0,0.0,3460,1,106,0.0,0.0,0.0,0.0
Sylvia Velma Sweet,SVS0871,23,15,34,28,33,738,470,358,20,3,5038,2005,3635,151164802,2529,0.0,0.0,0.0,56052,1,176,0.0,0.0,0.0,0.0
Dexter Jamal Simon,DJS0682,22,23,36,13,30,346,346,0,346,1,3003,0,0,88864306,1397,0.0,0.0,0.0,32870,1,187,0.0,0.0,0.0,0.0
Nigel Harrison Estrada,NHE0919,25,16,32,21,24,612,346,0,346,1,3037,1241,2272,90064148,1513,0.0,0.0,0.0,32870,1,174,0.0,0.0,0.0,0.0
Meredith Pamela Tanner,MPT0376,19,37,41,48,35,734,449,173,1,3,3195,959,1609,96769841,1595,1054.0,1054.0,1.0,32760,1,161,815.0,410.0,405.0,1.0
Akeem Quamar Davenport,AQD0820,41,31,27,24,39,346,346,0,346,1,3018,594,1210,91738045,1407,0.0,0.0,0.0,32870,1,181,0.0,0.0,0.0,0.0
Yardley Ezra Vang,YEV0793,40,37,42,15,22,346,346,0,0,1,3005,607,1231,89890731,1437,0.0,0.0,0.0,32870,1,147,0.0,0.0,0.0,0.0
Zane Cadman Fields,ZCF0590,42,42,42,25,31,346,346,0,346,1,329,0,0,9662603,263,0.0,0.0,0.0,3450,1,114,0.0,0.0,0.0,0.0
Kevyn Quin Charles,KQC0708,34,18,39,42,23,346,346,346,0,1,336,0,0,10415889,267,0.0,0.0,0.0,3460,1,106,0.0,0.0,0.0,0.0
Lavinia Justine Richmond,LJR0523,32,21,11,33,25,170,171,5,5,1,480,198,389,14451278,334,3.0,3.0,1.0,4818,1,164,12.0,6.0,6.0,1.0
Caldwell Quamar Head,CQH0701,35,50,39,50,32,617,346,346,0,1,334,107,189,10113292,285,243.0,243.0,1.0,3460,1,157,271.0,137.0,134.0,1.0
Patricia Denise Wright,PDW0259,43,32,38,36,33,653,386,365,14,6,2998,309,550,89883024,1462,0.0,0.0,0.0,32870,1,201,0.0,0.0,0.0,0.0
Fitzgerald Wayne Miranda,FWM0707,50,36,35,18,34,374,374,351,5,1,333,136,235,10007514,275,0.0,0.0,0.0,3460,1,119,0.0,0.0,0.0,0.0
Hayes Drake Stephenson,HDS0367,50,42,16,30,19,1655,1380,915,919,100,3626,1508,2764,108529079,1789,3406.0,3406.0,386.0,39420,1,219,2722.0,1364.0,1358.0,613.0
Jeremy Rooney Henderson,JRH0455,19,21,42,20,34,55,55,28,31,1,51,3,6,1538387,59,0.0,0.0,0.0,550,1,55,0.0,0.0,0.0,0.0
Stephanie Eliana Rasmussen,SER0165,20,15,24,17,27,346,346,346,346,1,3699,0,0,110860474,1233,0.0,0.0,0.0,39330,1,102,0.0,0.0,0.0,0.0
Sandra Beverly Diaz,SBD0913,45,16,19,19,42,346,346,346,0,1,1008,394,728,30261945,697,0.0,0.0,0.0,10034,1,174,0.0,0.0,0.0,0.0
Jerry Kennan Fischer,JKF0465,10,37,12,17,32,420,420,195,238,1,403,47,84,12285823,303,0.0,0.0,0.0,4200,1,95,0.0,0.0,0.0,0.0
Carl Ferdinand Wong,CFW0264,19,32,17,20,27,60,60,60,0,1,524,0,0,15704368,299,0.0,0.0,0.0,5700,1,108,0.0,0.0,0.0,0.0
Basia Nevada Riggs,BNR0965,47,19,15,20,22,616,346,346,0,1,333,134,241,9771018,287,0.0,0.0,0.0,3460,1,154,0.0,0.0,0.0,0.0
Alice Sierra Valenzuela,ASV0946,35,12,46,17,26,610,346,346,0,1,331,138,284,10197281,275,0.0,0.0,0.0,3450,1,103,0.0,0.0,0.0,0.0
Kasimir Nehru Galloway,KNG0672,21,40,18,20,27,301,301,144,0,1,2611,507,973,77689682,1258,0.0,0.0,0.0,28595,1,178,0.0,0.0,0.0,0.0
Nola Nerea Ayala,NNA0610,21,35,18,43,26,346,346,168,0,1,5045,0,0,151728023,2543,0.0,0.0,0.0,55890,1,237,0.0,0.0,0.0,0.0
Kane Quinlan Stevenson,KQS0415,35,42,13,14,34,346,346,163,197,1,3032,641,1224,91789135,1563,0.0,0.0,0.0,32775,1,162,0.0,0.0,0.0,0.0
Merrill Hiram Hess,MHH0180,19,41,35,10,29,485,274,274,274,1,805,82,181,24304158,564,0.0,0.0,0.0,7398,1,160,0.0,0.0,0.0,0.0
Eric Gray Duncan,EGD0132,37,38,33,15,22,189,189,0,118,1,195,21,38,5618441,152,399.0,399.0,1.0,2037,1,65,833.0,420.0,413.0,1.0
Vladimir Thomas Todd,VTT0385,14,26,17,36,28,379,379,170,4,6,2964,314,623,88847422,1405,409.0,409.0,1.0,32870,1,208,5470.0,2743.0,2727.0,1.0
Anastasia Sage Griffith,ASG0692,26,40,41,23,27,346,346,0,346,1,2990,304,707,88826185,1434,0.0,0.0,0.0,32870,1,169,0.0,0.0,0.0,0.0
William Price Robles,WPR0368,48,34,40,17,31,1735,1735,1062,1063,145,4534,431,879,135909105,2184,0.0,0.0,0.0,48533,1,187,0.0,0.0,0.0,0.0
Hu Akeem Vincent,HAV0121,46,43,38,37,27,346,346,0,346,1,3056,0,0,91929645,1176,0.0,0.0,0.0,32775,1,202,0.0,0.0,0.0,0.0
Hayley Carolyn Cunningham,HCC0344,25,11,41,26,22,346,346,346,346,1,1000,395,698,30351186,617,0.0,0.0,0.0,10034,1,132,0.0,0.0,0.0,0.0
Ursa Britanney Frederick,UBF0645,34,20,34,23,31,346,346,0,346,1,1005,0,0,30315359,608,0.0,0.0,0.0,10005,1,137,0.0,0.0,0.0,0.0
Todd Scott Roth,TSR0676,43,40,26,19,33,619,346,159,0,1,3015,908,1556,91761151,1500,532.0,532.0,1.0,34600,1,158,1424.0,716.0,708.0,1.0
Nathan Kenneth Hicks,NKH0979,30,39,42,22,35,722,441,382,33,3,3735,1534,3022,112157561,1299,0.0,0.0,0.0,39444,1,132,0.0,0.0,0.0,0.0
Sigourney Xandra Maddox,SXM0895,14,18,15,33,25,346,346,0,346,1,1003,103,188,30217708,635,0.0,0.0,0.0,10034,1,118,0.0,0.0,0.0,0.0
Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30,685,413,354,5,3,4679,1893,3098,139868407,2492,260.0,260.0,1.0,52938,1,139,714.0,360.0,354.0,1.0
Cyrus Connor Atkinson,CCA0046,36,43,25,15,28,804,804,713,509,99,2157,637,1191,64098004,1267,1678.0,1678.0,252.0,22744,1,104,1511.0,758.0,753.0,430.0
Priscilla Martha Vinson,PMV0850,23,39,12,42,23,671,406,41,387,2,340,38,71,10253373,267,490.0,490.0,1.0,3450,1,117,748.0,376.0,372.0,1.0
Preston Kennan Burns,PKB0281,39,12,44,26,25,346,346,0,346,1,3021,0,0,91255869,1489,0.0,0.0,0.0,32870,1,96,0.0,0.0,0.0,0.0
Martin Ivan Cooper,MIC0726,32,41,43,17,23,346,346,167,0,1,5039,1009,1681,152081942,2500,0.0,0.0,0.0,56052,1,194,0.0,0.0,0.0,0.0
Samson Denton Oconnor,SDO0170,35,47,22,45,26,607,346,346,0,1,5016,1496,2911,151110788,2565,0.0,0.0,0.0,55728,1,183,0.0,0.0,0.0,0.0
Vincent Avram Aguirre,VAA0087,36,44,42,18,23,691,417,357,8,3,3011,922,1894,90246364,1504,0.0,0.0,0.0,32870,1,147,0.0,0.0,0.0,0.0
Emmanuel Lawrence Briggs,ELB0847,12,17,16,19,28,381,381,22,369,2,336,43,92,9774086,260,0.0,0.0,0.0,3450,1,88,0.0,0.0,0.0,0.0
Sharon Britanni Kerr,SBK0161,14,27,23,41,39,707,443,43,393,3,6001,1836,3162,179938395,2332,0.0,0.0,0.0,65740,1,172,0.0,0.0,0.0,0.0
Axel Seth Lewis,ASL0378,15,15,41,21,27,620,346,158,0,1,2992,625,1408,90250034,1383,0.0,0.0,0.0,32870,1,103,0.0,0.0,0.0,0.0
Tobias Lucas Morin,TLM0797,43,42,34,23,36,346,346,0,0,1,3009,1166,2452,90945424,1395,0.0,0.0,0.0,32870,1,183,0.0,0.0,0.0,0.0
Steel Orson Fields,SOF0808,45,40,38,22,27,346,346,0,346,1,3027,602,1026,90286152,1403,0.0,0.0,0.0,32870,1,153,0.0,0.0,0.0,0.0
Sybill Grace Mckay,SGM0021,41,12,26,41,33,625,346,346,0,1,3682,1107,2135,110065795,1210,2596.0,2596.0,1.0,39444,1,199,2069.0,1039.0,1030.0,1.0
Mark Yardley Dunlap,MYD0978,39,32,36,13,32,255,255,131,156,1,2687,547,910,80574363,1131,15.0,15.0,1.0,28617,1,180,14.0,7.0,7.0,1.0
Francis Brian Armstrong,FBA0348,41,44,40,36,27,348,348,2,2,1,4704,0,0,139967623,2252,0.0,0.0,0.0,49478,1,155,0.0,0.0,0.0,0.0
August Ronan Lucas,ARL0034,41,39,27,21,26,346,346,346,0,1,4670,946,1619,140469425,1996,0.0,0.0,0.0,49478,1,125,0.0,0.0,0.0,0.0
Yoshio Joseph Farmer,YJF0532,40,35,23,47,26,715,435,0,0,3,994,285,638,29790518,663,0.0,0.0,0.0,10034,1,60,0.0,0.0,0.0,0.0
Rogan Judah Mcintyre,RJM0381,41,47,44,41,25,364,364,155,0,3,3024,1213,2396,90630493,1512,0.0,0.0,0.0,32870,1,160,0.0,0.0,0.0,0.0
Vernon Samuel Sawyer,VSS0154,43,49,10,40,30,213,214,0,214,1,2301,675,1417,69765679,638,405.0,405.0,1.0,24506,1,106,922.0,462.0,460.0,1.0
Jonah Merritt Wilder,JMW0638,43,21,30,18,30,346,346,0,346,1,1007,207,432,29900293,635,0.0,0.0,0.0,10034,1,83,0.0,0.0,0.0,0.0
Ivor Kenneth Rollins,IKR0401,40,42,24,16,29,287,287,139,287,1,2495,507,1003,75659754,1206,554.0,554.0,1.0,27375,1,202,1134.0,569.0,565.0,1.0
Eden Merrill Stokes,EMS0317,15,21,44,10,31,346,346,346,0,1,4965,977,1661,148774543,2559,0.0,0.0,0.0,56052,1,222,0.0,0.0,0.0,0.0
Finn Tucker Medina,FTM0406,31,15,38,16,34,249,249,126,136,1,2136,0,0,64032845,1095,33.0,33.0,1.0,23277,1,202,36.0,18.0,18.0,1.0
Raphael Aristotle Ray,RAR0725,32,32,25,20,35,171,171,171,0,1,176,24,45,5306710,143,355.0,355.0,1.0,1859,1,63,696.0,348.0,348.0,1.0
Medge Nichole Sims,MNS0224,46,21,22,45,30,1413,1413,1247,903,102,3688,724,1432,110695449,1714,0.0,0.0,0.0,39304,1,182,0.0,0.0,0.0,0.0
Winter Veda Burks,WVB0539,43,16,18,42,31,346,346,155,0,1,4629,467,887,138749001,2461,0.0,0.0,0.0,49478,1,217,0.0,0.0,0.0,0.0
Steel Solomon Garrison,SSG0250,35,40,20,36,25,626,346,156,0,1,3015,1218,2287,90253712,1398,0.0,0.0,0.0,32775,1,148,0.0,0.0,0.0,0.0
Madison Lydia Morrison,MLM0950,24,20,29,23,36,840,509,450,26,2,404,130,297,12293871,327,2752.0,2752.0,1.0,4210,1,162,1694.0,850.0,844.0,1.0
Harper Price Harris,HPH0075,40,42,48,25,28,721,404,199,0,1,7435,2281,4528,222965777,3645,9323.0,9323.0,1.0,72720,1,188,6345.0,3180.0,3165.0,1.0
Veda Martina Jacobson,VMJ0546,20,37,29,39,26,616,346,159,195,1,3016,1235,2451,91197460,1466,3373.0,3373.0,1.0,32870,1,173,1410.0,709.0,701.0,1.0
Nevada Leilani Ortega,NLO0131,19,13,46,40,29,346,346,0,184,1,335,0,0,10217193,265,0.0,0.0,0.0,3460,1,146,0.0,0.0,0.0,0.0
Patricia Emily Salazar,PES0085,35,24,18,30,22,614,346,346,0,1,3694,1489,2898,111039087,1687,0.0,0.0,0.0,39444,1,153,0.0,0.0,0.0,0.0
Otto Hedley Chase,OHC0973,42,24,42,17,35,346,346,346,0,1,334,0,0,10051309,254,0.0,0.0,0.0,3460,1,164,0.0,0.0,0.0,0.0
Noble Merrill Fuller,NMF0780,44,38,36,20,34,346,346,0,0,1,1000,418,790,30052357,614,0.0,0.0,0.0,10034,1,136,0.0,0.0,0.0,0.0
Leo Elmo Monroe,LEM0605,46,50,40,39,26,346,346,153,0,1,4958,944,2053,148037807,2475,0.0,0.0,0.0,56052,1,225,0.0,0.0,0.0,0.0
